file,BP_score,CW_score,SECT_score,BP_time,CW_time,SECT_time
A_014_ABS23_15_3.prp,42822.68168171163,24193.375457441332,25071.02603537155,2.3563e-5,0.002524533,0.000118613
A_014_ABS23_15_4.prp,37575.61395699309,27239.214159790343,41361.570733513094,2.3819e-5,0.002535483,0.000116921
A_014_ABS23_15_5.prp,46082.496775415704,32139.06094765546,18861.59095792055,2.417e-5,0.0025297229999999998,0.000117866
A_014_ABS24_15_1.prp,35009.885581354276,28298.177932361417,16566.944580220203,2.4996999999999998e-5,0.003338168,0.000121339
A_014_ABS24_15_2.prp,39386.88582307069,32295.6464789986,16970.62163615574,2.5271e-5,0.003190139,0.000121732
A_014_ABS24_15_3.prp,37732.89345521247,5737.964378076383,24963.86822396522,2.4867e-5,0.002859596,0.00011997800000000001
A_014_ABS24_15_4.prp,34537.88580114901,5258.731758534715,33666.48576969547,2.4948e-5,0.002854784,0.00011982099999999999
A_014_ABS24_15_5.prp,39532.368603992356,26587.380899403986,17591.05313783869,2.6358e-5,0.003617698,0.000123704
A_014_ABS25_15_1.prp,21744.063854635893,15635.991220239124,12422.161737710303,2.4348e-5,0.0025246099999999996,0.000128584
A_014_ABS25_15_2.prp,21919.79359136722,18014.997183167365,10612.855957208953,2.3878e-5,0.0024980920000000004,0.000120191
A_014_ABS25_15_3.prp,21433.78395540049,12129.2612641462,12560.246328293555,2.3951999999999997e-5,0.0024931109999999997,0.00011850600000000001
A_014_ABS25_15_4.prp,18790.280250509764,13646.162424898026,20682.156645775212,2.3789000000000002e-5,0.002574875,0.000117368
A_014_ABS25_15_5.prp,23063.00608408628,16084.881104156284,9447.633345816635,2.3084000000000005e-5,0.0024530629999999997,0.00011711199999999999
A_014_ABS26_15_1.prp,21744.063854635893,15635.991220239124,12422.161737710303,2.4211000000000002e-5,0.002546624,0.000118629
A_014_ABS26_15_2.prp,21919.79359136722,18014.997183167365,10612.855957208953,2.4030999999999997e-5,0.002498597,0.000120789
A_014_ABS26_15_3.prp,21433.78395540049,12129.2612641462,12560.246328293555,2.3369999999999998e-5,0.0025076160000000003,0.00011936899999999999
A_014_ABS26_15_4.prp,18790.280250509764,13646.162424898026,20682.156645775212,2.3834e-5,0.002512078,0.000118329
A_014_ABS26_15_5.prp,23063.00608408628,16084.881104156284,9447.633345816635,2.4686e-5,0.002521206,0.000120385
A_014_ABS27_15_1.prp,17520.917044871818,14894.844403429172,8302.376020155867,2.5427999999999998e-5,0.00338398,0.000149643
A_014_ABS27_15_2.prp,19725.608413239406,16175.85756501438,8505.078365974845,2.4942e-5,0.0031778320000000002,0.000122707
A_014_ABS27_15_3.prp,18884.58859704861,2877.072791022963,12504.037490365972,2.5231e-5,0.002859791,0.000133911
A_014_ABS27_15_4.prp,17276.850268068683,2636.2917701011665,16838.917234696182,2.5807e-5,0.0029009609999999996,0.00012133200000000001
A_014_ABS27_15_5.prp,19786.445637880573,13313.809055509199,8810.590439147985,2.6204000000000002e-5,0.003643647,0.000122267
A_014_ABS28_15_1.prp,21744.063854635893,15635.991220239124,12422.161737710303,2.4218e-5,0.0025736780000000003,0.000121105
A_014_ABS28_15_2.prp,21919.79359136722,18014.997183167365,10612.855957208953,2.4985e-5,0.0025366270000000005,0.00012114600000000001
A_014_ABS28_15_3.prp,21433.78395540049,12129.2612641462,12560.246328293555,2.418e-5,0.002501144,0.00012032699999999999
A_014_ABS28_15_4.prp,18790.280250509764,13646.162424898026,20682.156645775212,2.4098000000000002e-5,0.0026032959999999997,0.000117374
A_014_ABS28_15_5.prp,23063.00608408628,16084.881104156284,9447.633345816635,2.4412999999999998e-5,0.002541092,0.000119548
A_014_ABS29_15_1.prp,21744.063854635893,15635.991220239124,12422.161737710303,2.4381000000000003e-5,0.002565432,0.000121342
A_014_ABS29_15_2.prp,21919.79359136722,18014.997183167365,10612.855957208953,2.375e-5,0.0026008790000000004,0.00011996
A_014_ABS29_15_3.prp,21433.78395540049,12129.2612641462,12560.246328293555,2.4126e-5,0.00248078,0.000117494
A_014_ABS29_15_4.prp,18790.280250509764,13646.162424898026,20682.156645775212,2.4568999999999998e-5,0.002550608,0.00012188700000000002
A_014_ABS29_15_5.prp,23063.00608408628,16084.881104156284,9447.633345816635,2.4626999999999996e-5,0.0025329510000000003,0.000126023
A_014_ABS2_15_1.prp,21744.063854635893,15635.991220239124,12422.161737710303,2.4626999999999996e-5,0.0025033390000000003,0.00012174399999999999
A_014_ABS2_15_2.prp,21919.79359136722,18014.997183167365,10612.855957208953,2.5623e-5,0.002620609,0.00012521399999999998
A_014_ABS2_15_3.prp,21433.78395540049,12129.2612641462,12560.246328293555,2.4543e-5,0.00250624,0.00012095900000000002
A_014_ABS2_15_4.prp,18790.280250509764,13646.162424898026,20682.156645775212,2.4730999999999998e-5,0.002509678,0.00012179000000000001
A_014_ABS2_15_5.prp,23063.00608408628,16084.881104156284,9447.633345816635,2.4199000000000003e-5,0.002512119,0.00012140600000000001
A_014_ABS30_15_1.prp,17520.917044871818,14894.844403429172,8302.376020155867,2.8094000000000002e-5,0.003906590999999999,0.00018062999999999998
A_014_ABS30_15_2.prp,19725.608413239406,16175.85756501438,8505.078365974845,2.5435000000000003e-5,0.003162463,0.000121675
A_014_ABS30_15_3.prp,18884.58859704861,2877.072791022963,12504.037490365972,2.5532e-5,0.002860567,0.000122266
A_014_ABS30_15_4.prp,17276.850268068683,2636.2917701011665,16838.917234696182,2.8203e-5,0.003087637,0.000129032
A_014_ABS30_15_5.prp,19786.445637880573,13313.809055509199,8810.590439147985,3.0532e-5,0.011623468,0.000132888
A_014_ABS31_15_1.prp,21744.063854635893,15635.991220239124,12422.161737710303,2.304e-5,0.0024936310000000005,0.00011668
A_014_ABS31_15_2.prp,21919.79359136722,18014.997183167365,10612.855957208953,2.4265e-5,0.002497783,0.00011971600000000002
A_014_ABS31_15_3.prp,21433.78395540049,12129.2612641462,12560.246328293555,2.4007e-5,0.002491033,0.00011705400000000001
A_014_ABS31_15_4.prp,18790.280250509764,13646.162424898026,20682.156645775212,2.3887e-5,0.002496815,0.000118936
A_014_ABS31_15_5.prp,23063.00608408628,16084.881104156284,9447.633345816635,2.4229999999999997e-5,0.0024795959999999997,0.000121596
A_014_ABS32_15_1.prp,21744.063854635893,15635.991220239124,12422.161737710303,3.7712e-5,0.002557855,0.00012214299999999999
A_014_ABS32_15_2.prp,21919.79359136722,18014.997183167365,10612.855957208953,2.5011e-5,0.002572526,0.000125709
A_014_ABS32_15_3.prp,21433.78395540049,12129.2612641462,12560.246328293555,2.3947e-5,0.002531549,0.00012124599999999998
A_014_ABS32_15_4.prp,18790.280250509764,13646.162424898026,20682.156645775212,2.3992000000000003e-5,0.0025810499999999997,0.000119863
A_014_ABS32_15_5.prp,23063.00608408628,16084.881104156284,9447.633345816635,2.4735e-5,0.00251971,0.00012240099999999998
A_014_ABS33_15_1.prp,17520.917044871818,14894.844403429172,8302.376020155867,2.6481e-5,0.003459341,0.00012352299999999998
A_014_ABS33_15_2.prp,19725.608413239406,16175.85756501438,8505.078365974845,2.5867e-5,0.0032525130000000003,0.000124067
A_014_ABS33_15_3.prp,18884.58859704861,2877.072791022963,12504.037490365972,2.6525e-5,0.002978179,0.000127506
A_014_ABS33_15_4.prp,17276.850268068683,2636.2917701011665,16838.917234696182,3.8994e-5,0.002981241,0.000155658
A_014_ABS33_15_5.prp,19786.445637880573,13313.809055509199,8810.590439147985,2.6429e-5,0.003637372,0.00016955500000000003
A_014_ABS34_15_1.prp,21744.063854635893,15635.991220239124,12422.161737710303,2.4146000000000002e-5,0.002535304,0.000122709
A_014_ABS34_15_2.prp,21919.79359136722,18014.997183167365,10612.855957208953,2.407e-5,0.002544861,0.00012209
A_014_ABS34_15_3.prp,21433.78395540049,12129.2612641462,12560.246328293555,2.4343999999999996e-5,0.00257975,0.00012415400000000002
A_014_ABS34_15_4.prp,18790.280250509764,13646.162424898026,20682.156645775212,2.4551e-5,0.002576338,0.00012226200000000002
A_014_ABS34_15_5.prp,23063.00608408628,16084.881104156284,9447.633345816635,2.4638e-5,0.002543369,0.00012315499999999998
A_014_ABS35_15_1.prp,21744.063854635893,15635.991220239124,12422.161737710303,2.4814000000000003e-5,0.0025660189999999997,0.00012345
A_014_ABS35_15_2.prp,21919.79359136722,18014.997183167365,10612.855957208953,2.4330999999999998e-5,0.0026136569999999997,0.00012262000000000002
A_014_ABS35_15_3.prp,21433.78395540049,12129.2612641462,12560.246328293555,2.3669e-5,0.0025022309999999997,0.000118411
A_014_ABS35_15_4.prp,18790.280250509764,13646.162424898026,20682.156645775212,2.3763000000000003e-5,0.002577218,0.000120282
A_014_ABS35_15_5.prp,23063.00608408628,16084.881104156284,9447.633345816635,2.502e-5,0.0025498549999999997,0.00012293000000000002
A_014_ABS36_15_1.prp,17520.917044871818,14894.844403429172,8302.376020155867,2.6989999999999997e-5,0.003525972,0.000140063
A_014_ABS36_15_2.prp,19725.608413239406,16175.85756501438,8505.078365974845,2.6014000000000002e-5,0.0032408100000000002,0.00012534999999999998
A_014_ABS36_15_3.prp,18884.58859704861,2877.072791022963,12504.037490365972,2.603e-5,0.0029490209999999996,0.000134729
A_014_ABS36_15_4.prp,17276.850268068683,2636.2917701011665,16838.917234696182,2.6322e-5,0.002970043,0.000152685
A_014_ABS36_15_5.prp,19786.445637880573,13313.809055509199,8810.590439147985,2.6065999999999997e-5,0.0038088920000000004,0.000122699
A_014_ABS37_15_1.prp,43458.859369653255,29772.75341914817,24793.137656963994,2.4937000000000002e-5,0.0025662180000000003,0.000122208
A_014_ABS37_15_2.prp,43762.63680491192,35980.23729534013,21188.497331351995,2.5010999999999998e-5,0.002516404,0.000119927
A_014_ABS37_15_3.prp,42822.68168171163,24193.375457441332,25071.02603537155,2.419e-5,0.002563212,0.00011979300000000001
A_014_ABS37_15_4.prp,37575.61395699309,27239.214159790343,41361.570733513094,2.4384000000000002e-5,0.002584364,0.00011741799999999999
A_014_ABS37_15_5.prp,46082.496775415704,32139.06094765546,18861.59095792055,2.5579e-5,0.002577462,0.000122242
A_014_ABS38_15_1.prp,43458.859369653255,29772.75341914817,24793.137656963994,2.5473e-5,0.002573906,0.000134591
A_014_ABS38_15_2.prp,43762.63680491192,35980.23729534013,21188.497331351995,2.4814e-5,0.0025711980000000002,0.000125666
A_014_ABS38_15_3.prp,42822.68168171163,24193.375457441332,25071.02603537155,2.6031000000000002e-5,0.002608334,0.000123482
A_014_ABS38_15_4.prp,37575.61395699309,27239.214159790343,41361.570733513094,2.4046e-5,0.002552724,0.00012202900000000001
A_014_ABS38_15_5.prp,46082.496775415704,32139.06094765546,18861.59095792055,2.4378999999999998e-5,0.002480566,0.00011991299999999999
A_014_ABS39_15_1.prp,35009.885581354276,28298.177932361417,16566.944580220203,2.6803e-5,0.003486686,0.00012889000000000002
A_014_ABS39_15_2.prp,39386.88582307069,32295.6464789986,16970.62163615574,2.6707999999999996e-5,0.003275335,0.000130187
A_014_ABS39_15_3.prp,37732.89345521247,5737.964378076383,24963.86822396522,2.635e-5,0.00297731,0.000129488
A_014_ABS39_15_4.prp,34537.88580114901,5258.731758534715,33666.48576969547,2.6306999999999997e-5,0.002917603,0.000124549
A_014_ABS39_15_5.prp,39532.368603992356,26587.380899403986,17591.05313783869,2.9084e-5,0.003736667,0.000154912
A_014_ABS3_15_1.prp,17520.917044871818,14894.844403429172,8302.376020155867,2.6537e-5,0.003440087,0.00015362200000000001
A_014_ABS3_15_2.prp,19725.608413239406,16175.85756501438,8505.078365974845,2.6658e-5,0.0033017489999999997,0.000128931
A_014_ABS3_15_3.prp,18884.58859704861,2877.072791022963,12504.037490365972,2.6895e-5,0.002951696,0.00012454300000000002
A_014_ABS3_15_4.prp,17276.850268068683,2636.2917701011665,16838.917234696182,2.6229999999999998e-5,0.00295879,0.000125908
A_014_ABS3_15_5.prp,19786.445637880573,13313.809055509199,8810.590439147985,2.7304e-5,0.009112005,0.000130201
A_014_ABS40_15_1.prp,43458.859369653255,29772.75341914817,24793.137656963994,3.7832e-5,0.004170779,0.00020749800000000002
A_014_ABS40_15_2.prp,43762.63680491192,35980.23729534013,21188.497331351995,2.4905e-5,0.002673348,0.00013134
A_014_ABS40_15_3.prp,42822.68168171163,24193.375457441332,25071.02603537155,2.3932e-5,0.002505559,0.00011702199999999999
A_014_ABS40_15_4.prp,37575.61395699309,27239.214159790343,41361.570733513094,2.7087e-5,0.003099113,0.00012632
A_014_ABS40_15_5.prp,46082.496775415704,32139.06094765546,18861.59095792055,2.4318e-5,0.002580048,0.000120884
A_014_ABS41_15_1.prp,43458.859369653255,29772.75341914817,24793.137656963994,2.4222e-5,0.002564922,0.000123206
A_014_ABS41_15_2.prp,43762.63680491192,35980.23729534013,21188.497331351995,2.5099e-5,0.002538971,0.000122866
A_014_ABS41_15_3.prp,42822.68168171163,24193.375457441332,25071.02603537155,2.4233e-5,0.0025960749999999998,0.00012200500000000001
A_014_ABS41_15_4.prp,37575.61395699309,27239.214159790343,41361.570733513094,6.0655999999999997e-5,0.003656729,0.00018438099999999998
A_014_ABS41_15_5.prp,46082.496775415704,32139.06094765546,18861.59095792055,2.8387000000000005e-5,0.002927309,0.00013725600000000002
A_014_ABS42_15_1.prp,35009.885581354276,28298.177932361417,16566.944580220203,2.6501999999999998e-5,0.003515383,0.00012635699999999998
A_014_ABS42_15_2.prp,39386.88582307069,32295.6464789986,16970.62163615574,2.5997999999999997e-5,0.003255806,0.00012604400000000001
A_014_ABS42_15_3.prp,37732.89345521247,5737.964378076383,24963.86822396522,3.7883e-5,0.003864739,0.000149533
A_014_ABS42_15_4.prp,34537.88580114901,5258.731758534715,33666.48576969547,2.8825999999999998e-5,0.003415574,0.00019657800000000001
A_014_ABS42_15_5.prp,39532.368603992356,26587.380899403986,17591.05313783869,2.6353e-5,0.003684117,0.000147047
A_014_ABS43_15_1.prp,43458.859369653255,29772.75341914817,24793.137656963994,2.4776999999999997e-5,0.002540545,0.000154164
A_014_ABS43_15_2.prp,43762.63680491192,35980.23729534013,21188.497331351995,3.2198e-5,0.002820819,0.00012634200000000002
A_014_ABS43_15_3.prp,42822.68168171163,24193.375457441332,25071.02603537155,4.9795e-5,0.00329078,0.000197473
A_014_ABS43_15_4.prp,37575.61395699309,27239.214159790343,41361.570733513094,2.4442e-5,0.002667908,0.00017417799999999998
A_014_ABS43_15_5.prp,46082.496775415704,32139.06094765546,18861.59095792055,2.4689000000000004e-5,0.0025369769999999997,0.000135983
A_014_ABS44_15_1.prp,43458.859369653255,29772.75341914817,24793.137656963994,2.4683e-5,0.00258943,0.000124767
A_014_ABS44_15_2.prp,43762.63680491192,35980.23729534013,21188.497331351995,3.0259000000000003e-5,0.003150057,0.000127473
A_014_ABS44_15_3.prp,42822.68168171163,24193.375457441332,25071.02603537155,7.3677e-5,0.003329513,0.000195305
A_014_ABS44_15_4.prp,37575.61395699309,27239.214159790343,41361.570733513094,2.4779999999999997e-5,0.002650847,0.000122079
A_014_ABS44_15_5.prp,46082.496775415704,32139.06094765546,18861.59095792055,2.4408e-5,0.002552707,0.000145118
A_014_ABS45_15_1.prp,35009.885581354276,28298.177932361417,16566.944580220203,2.6340000000000002e-5,0.003542129,0.000128272
A_014_ABS45_15_2.prp,39386.88582307069,32295.6464789986,16970.62163615574,6.0061e-5,0.0044598020000000006,0.00016304699999999999
A_014_ABS45_15_3.prp,37732.89345521247,5737.964378076383,24963.86822396522,5.1409e-5,0.003496849,0.00019258299999999997
A_014_ABS45_15_4.prp,34537.88580114901,5258.731758534715,33666.48576969547,2.6048000000000002e-5,0.002929788,0.00012294
A_014_ABS45_15_5.prp,39532.368603992356,26587.380899403986,17591.05313783869,2.8438e-5,0.0038381369999999997,0.000127663
A_014_ABS46_15_1.prp,43458.859369653255,29772.75341914817,24793.137656963994,3.9951000000000004e-5,0.0036943740000000003,0.000185599
A_014_ABS46_15_2.prp,43762.63680491192,35980.23729534013,21188.497331351995,2.7865999999999997e-5,0.003149808,0.000150832
A_014_ABS46_15_3.prp,42822.68168171163,24193.375457441332,25071.02603537155,4.2722e-5,0.0028340579999999995,0.00017614199999999998
A_014_ABS46_15_4.prp,37575.61395699309,27239.214159790343,41361.570733513094,2.6245e-5,0.0027953960000000003,0.00011944600000000002
A_014_ABS46_15_5.prp,46082.496775415704,32139.06094765546,18861.59095792055,2.8066999999999997e-5,0.0030195279999999996,0.000147072
A_014_ABS47_15_1.prp,43458.859369653255,29772.75341914817,24793.137656963994,0.00010368399999999999,0.006018221,0.000356553
A_014_ABS47_15_2.prp,43762.63680491192,35980.23729534013,21188.497331351995,2.4976e-5,0.002687517,0.000141901
A_014_ABS47_15_3.prp,42822.68168171163,24193.375457441332,25071.02603537155,2.5237999999999998e-5,0.002635994,0.000120894
A_014_ABS47_15_4.prp,37575.61395699309,27239.214159790343,41361.570733513094,6.609e-5,0.003976607,0.00018450600000000003
A_014_ABS47_15_5.prp,46082.496775415704,32139.06094765546,18861.59095792055,2.7023000000000002e-5,0.0028291939999999997,0.000141375
A_014_ABS48_15_1.prp,35009.885581354276,28298.177932361417,16566.944580220203,2.7057999999999997e-5,0.0036013999999999994,0.00012508799999999998
A_014_ABS48_15_2.prp,39386.88582307069,32295.6464789986,16970.62163615574,2.6303999999999998e-5,0.003330668,0.00012985900000000002
A_014_ABS48_15_3.prp,37732.89345521247,5737.964378076383,24963.86822396522,4.6361e-5,0.0038113699999999997,0.000147646
A_014_ABS48_15_4.prp,34537.88580114901,5258.731758534715,33666.48576969547,3.3513e-5,0.003818709,0.00017679399999999997
A_014_ABS48_15_5.prp,39532.368603992356,26587.380899403986,17591.05313783869,2.7936e-5,0.003886721,0.00013251500000000001
A_014_ABS49_15_1.prp,217062.63854635894,155954.91220239128,123843.61737710304,2.4772999999999998e-5,0.00263071,0.000124315
A_014_ABS49_15_2.prp,218819.93591367218,179744.97183167367,105750.55957208954,4.1889e-5,0.0034853959999999995,0.000189607
A_014_ABS49_15_3.prp,213959.8395540049,120887.61264146196,125224.46328293557,3.3156999999999994e-5,0.0031059069999999998,0.00018072399999999997
